"","avg_price_per_room","lead_time","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","agent","company","days_in_waiting_list","customer_type","required_car_parking_spaces","total_of_special_requests","arrival_date","arrival_date_num","near_christmas","near_new_years","historical_adr"
"5004",26.99,33,0,4,1,0,0,"bed_and_breakfast","gbr","online_travel_agent","ta_to",0,0,0,"a","a",0,"charles_najera","not_applicable",0,"transient",0,1,2016-11-15,2016.87158469945,0,0,53.0590833909978
"5005",26.99,33,0,4,1,0,0,"bed_and_breakfast","gbr","online_travel_agent","ta_to",0,0,0,"a","a",0,"charles_najera","not_applicable",0,"transient",0,1,2016-11-15,2016.87158469945,0,0,53.0590833909978
"5006",42.12,82,0,5,2,0,0,"bed_and_breakfast","fra","direct","direct",0,0,0,"d","d",0,"alexander_drake","not_applicable",0,"transient",0,2,2016-11-15,2016.87158469945,0,0,53.0590833909978
"5007",56.62,22,2,5,2,0,0,"breakfast_and_one_other_meal","gbr","online_travel_agent","ta_to",0,0,0,"d","d",0,"charles_najera","not_applicable",0,"transient",0,1,2016-11-15,2016.87158469945,0,0,53.0590833909978
"5008",62.57,4,2,5,2,0,0,"bed_and_breakfast","gbr","online_travel_agent","ta_to",0,0,0,"a","a",0,"devin_rivera_borrego","not_applicable",0,"transient",0,2,2016-11-15,2016.87158469945,0,0,53.0590833909978
"5009",65.75,56,2,5,2,1,0,"breakfast_and_one_other_meal","fra","offline_travel_agent","ta_to",0,0,0,"a","d",0,"michael_mcdole","not_applicable",0,"transient",0,0,2016-11-15,2016.87158469945,0,0,53.0590833909978
"5010",30,7,0,1,1,0,0,"bed_and_breakfast","null","corporate","corporate",0,0,7,"a","a",0,"not_applicable","hernandez_and_company",0,"transient",0,0,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5011",40,0,0,1,1,0,0,"bed_and_breakfast","null","direct","direct",0,0,1,"a","d",0,"not_applicable","kerr_and_company",0,"transient",0,0,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5012",40,0,0,1,1,0,0,"bed_and_breakfast","prt","direct","direct",1,0,1,"a","d",0,"not_applicable","kerr_and_company",0,"transient",0,0,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5013",54,0,0,1,1,0,0,"bed_and_breakfast","prt","online_travel_agent","ta_to",1,0,1,"a","d",0,"richard_hubbard","not_applicable",0,"transient",0,0,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5014",60,2,0,1,1,0,0,"bed_and_breakfast","esp","online_travel_agent","ta_to",1,0,1,"a","a",0,"devin_rivera_borrego","not_applicable",0,"transient",0,2,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5015",33.26,4,4,13,2,0,0,"bed_and_breakfast","irl","direct","direct",1,0,1,"a","a",0,"not_applicable","not_applicable",0,"transient",0,1,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5016",43,6,0,1,1,0,0,"bed_and_breakfast","prt","online_travel_agent","ta_to",0,0,1,"a","a",0,"devin_rivera_borrego","not_applicable",0,"transient",0,2,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5017",35,11,0,1,1,0,0,"bed_and_breakfast","prt","corporate","direct",0,0,0,"a","a",0,"jamaal_al_ben","not_applicable",0,"transient",0,0,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5018",54,0,0,1,1,0,0,"bed_and_breakfast","prt","online_travel_agent","ta_to",0,0,0,"a","d",0,"richard_hubbard","not_applicable",0,"transient",1,0,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5019",48,7,0,1,2,0,0,"bed_and_breakfast","esp","online_travel_agent","ta_to",0,0,0,"a","a",0,"devin_rivera_borrego","not_applicable",0,"transient",1,2,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5020",56,15,0,1,2,0,0,"bed_and_breakfast","fin","online_travel_agent","ta_to",0,0,0,"d","d",0,"devin_rivera_borrego","not_applicable",0,"transient",1,0,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5021",60,1,0,1,1,0,0,"bed_and_breakfast","prt","online_travel_agent","ta_to",0,0,0,"a","a",0,"skye_fernandez","not_applicable",0,"transient",0,0,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5022",54,1,0,1,1,0,0,"bed_and_breakfast","prt","online_travel_agent","ta_to",0,0,0,"a","a",0,"jeremiah_sample_reif","not_applicable",0,"transient",1,0,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5023",60,0,0,2,2,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"a","a",0,"not_applicable","not_applicable",0,"transient",0,0,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5024",63.26,41,0,3,2,0,0,"breakfast_and_one_other_meal","svk","direct","direct",0,0,0,"a","a",1,"alexander_drake","not_applicable",0,"transient",0,0,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5025",29,56,0,3,2,0,0,"bed_and_breakfast","fra","offline_travel_agent","ta_to",0,0,0,"a","d",0,"michael_mcdole","not_applicable",0,"transient",0,0,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5026",44,56,0,3,3,0,0,"bed_and_breakfast","fra","offline_travel_agent","ta_to",0,0,0,"a","d",0,"michael_mcdole","not_applicable",0,"transient",0,0,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5027",29,57,0,3,2,0,0,"bed_and_breakfast","fra","offline_travel_agent","ta_to",0,0,0,"a","d",0,"michael_mcdole","not_applicable",0,"transient",0,0,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5028",82,4,0,4,2,0,0,"bed_and_breakfast","lux","online_travel_agent","ta_to",0,0,0,"e","e",0,"devin_rivera_borrego","not_applicable",0,"transient",0,1,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5029",69,10,0,4,2,0,0,"bed_and_breakfast","prt","online_travel_agent","ta_to",0,0,0,"e","e",0,"devin_rivera_borrego","not_applicable",0,"transient",1,1,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5030",46.8,94,0,4,2,0,0,"bed_and_breakfast","nld","online_travel_agent","ta_to",0,0,0,"d","d",0,"devin_rivera_borrego","not_applicable",0,"transient",0,3,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5031",48.25,7,0,4,2,0,0,"bed_and_breakfast","gbr","offline_travel_agent","ta_to",0,0,0,"d","d",0,"orlando_abeyta","not_applicable",0,"transient",0,3,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5032",55.8,71,0,4,2,0,0,"bed_and_breakfast","nld","online_travel_agent","ta_to",0,0,0,"e","e",0,"devin_rivera_borrego","not_applicable",0,"transient",0,1,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5033",37.8,48,1,4,2,0,0,"bed_and_breakfast","gbr","online_travel_agent","ta_to",0,0,0,"a","a",0,"devin_rivera_borrego","not_applicable",0,"transient",0,2,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5034",82.8,49,2,4,2,0,0,"breakfast_and_one_other_meal","fra","online_travel_agent","ta_to",0,0,0,"e","e",0,"devin_rivera_borrego","not_applicable",0,"transient_party",0,2,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5035",88.8,49,2,4,2,0,0,"breakfast_and_one_other_meal","fra","online_travel_agent","ta_to",0,0,0,"e","e",0,"devin_rivera_borrego","not_applicable",0,"transient_party",1,2,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5036",37.8,28,2,6,2,0,0,"bed_and_breakfast","gbr","offline_travel_agent","ta_to",0,0,0,"d","d",0,"ramalaan_al_musa","not_applicable",0,"transient",0,0,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5037",33.05,22,4,10,1,0,0,"breakfast_and_one_other_meal","prt","offline_travel_agent","ta_to",0,0,0,"a","a",0,"karli_vasquez","not_applicable",0,"transient",0,1,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5038",31.05,22,4,10,1,0,0,"breakfast_and_one_other_meal","prt","offline_travel_agent","ta_to",0,0,0,"a","a",0,"karli_vasquez","not_applicable",0,"transient",0,1,2016-11-16,2016.87431693989,0,0,52.2847592514678
"5039",59.33,1,2,7,2,0,0,"bed_and_breakfast","prt","direct","direct",1,0,2,"a","e",1,"not_applicable","not_applicable",0,"transient",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5040",30,2,0,1,1,0,0,"bed_and_breakfast","prt","corporate","corporate",1,0,2,"a","a",0,"not_applicable","hall_inc",0,"transient",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5041",34,115,1,3,2,0,0,"bed_and_breakfast","irl","groups","direct",0,0,0,"a","a",1,"not_applicable","not_applicable",0,"transient_party",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5042",80,3,0,3,2,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"e","e",1,"not_applicable","not_applicable",0,"transient",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5043",53.4,0,0,1,2,0,0,"bed_and_breakfast","gbr","online_travel_agent","ta_to",0,0,0,"d","d",0,"charles_najera","not_applicable",0,"transient",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5044",60,0,0,1,2,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"a","a",0,"not_applicable","not_applicable",0,"transient",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5045",30,14,0,1,1,0,0,"bed_and_breakfast","prt","offline_travel_agent","ta_to",0,0,0,"a","a",0,"orlando_abeyta","not_applicable",0,"transient",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5046",30,14,0,1,1,0,0,"bed_and_breakfast","prt","offline_travel_agent","ta_to",0,0,0,"a","a",0,"orlando_abeyta","not_applicable",0,"transient",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5047",43,11,0,1,1,0,0,"bed_and_breakfast","prt","online_travel_agent","ta_to",0,0,0,"a","a",0,"devin_rivera_borrego","not_applicable",0,"transient",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5048",61.2,0,0,1,2,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"a","d",0,"not_applicable","not_applicable",0,"transient",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5049",30,2,0,1,1,0,0,"bed_and_breakfast","prt","offline_travel_agent","ta_to",0,0,0,"a","a",0,"mason_lovern","not_applicable",0,"transient",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5050",48,8,0,1,2,0,0,"bed_and_breakfast","prt","online_travel_agent","ta_to",0,0,0,"a","a",0,"devin_rivera_borrego","not_applicable",0,"transient",0,1,2016-11-17,2016.87704918033,0,0,51.019598925744
"5051",66,0,0,2,2,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"a","d",0,"not_applicable","not_applicable",0,"transient",1,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5052",38.88,27,0,2,2,0,0,"bed_and_breakfast","fra","direct","direct",0,0,0,"a","a",0,"alexander_drake","not_applicable",0,"transient",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5053",29,15,0,3,2,0,0,"bed_and_breakfast","bra","offline_travel_agent","ta_to",0,0,0,"a","a",0,"richard_buderus","not_applicable",0,"transient",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5054",68.47,46,0,3,2,0,0,"bed_and_breakfast","gbr","online_travel_agent","ta_to",0,0,0,"e","e",0,"devin_rivera_borrego","not_applicable",0,"transient",1,2,2016-11-17,2016.87704918033,0,0,51.019598925744
"5055",46.8,52,0,3,2,0,0,"bed_and_breakfast","gbr","offline_travel_agent","ta_to",0,0,0,"e","e",0,"dareyan_manning","not_applicable",0,"transient",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5056",62,17,0,3,1,0,0,"bed_and_breakfast","fin","online_travel_agent","ta_to",0,0,0,"d","d",0,"devin_rivera_borrego","not_applicable",0,"transient_party",1,2,2016-11-17,2016.87704918033,0,0,51.019598925744
"5057",56,17,0,3,1,0,0,"bed_and_breakfast","fin","online_travel_agent","ta_to",0,0,0,"d","d",0,"devin_rivera_borrego","not_applicable",0,"transient_party",0,2,2016-11-17,2016.87704918033,0,0,51.019598925744
"5058",80,3,0,3,2,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"e","e",0,"not_applicable","not_applicable",0,"transient",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5059",64.8,38,0,3,2,0,0,"breakfast_and_one_other_meal","esp","online_travel_agent","ta_to",0,0,0,"a","d",0,"devin_rivera_borrego","not_applicable",0,"transient",0,1,2016-11-17,2016.87704918033,0,0,51.019598925744
"5060",50.6,23,1,3,2,0,0,"bed_and_breakfast","gbr","offline_travel_agent","ta_to",0,0,0,"a","e",0,"tessa_humann","not_applicable",0,"transient",0,1,2016-11-17,2016.87704918033,0,0,51.019598925744
"5061",37.8,79,1,3,2,0,0,"bed_and_breakfast","nld","online_travel_agent","ta_to",0,0,0,"a","a",0,"devin_rivera_borrego","not_applicable",0,"transient",0,2,2016-11-17,2016.87704918033,0,0,51.019598925744
"5062",34,115,1,3,2,0,0,"bed_and_breakfast","irl","groups","direct",0,0,0,"a","a",0,"not_applicable","not_applicable",0,"transient_party",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5063",36,115,1,3,2,0,0,"bed_and_breakfast","irl","groups","direct",0,0,0,"a","a",0,"not_applicable","not_applicable",0,"transient_party",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5064",34,115,1,3,2,0,0,"bed_and_breakfast","irl","groups","direct",0,0,0,"a","a",0,"not_applicable","not_applicable",0,"transient_party",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5065",51,10,1,3,3,0,0,"bed_and_breakfast","irl","groups","direct",0,0,0,"a","c",0,"not_applicable","not_applicable",0,"transient_party",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5066",37.8,115,1,3,2,0,0,"bed_and_breakfast","irl","online_travel_agent","ta_to",0,0,0,"a","a",0,"devin_rivera_borrego","not_applicable",0,"transient",0,2,2016-11-17,2016.87704918033,0,0,51.019598925744
"5067",34,115,1,3,2,0,0,"bed_and_breakfast","irl","groups","direct",0,0,0,"a","a",0,"not_applicable","not_applicable",0,"transient_party",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5068",34,115,1,3,2,0,0,"bed_and_breakfast","irl","groups","direct",0,0,0,"a","a",1,"not_applicable","not_applicable",0,"transient_party",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5069",37.8,116,1,3,2,0,0,"bed_and_breakfast","irl","online_travel_agent","ta_to",0,0,0,"a","a",0,"devin_rivera_borrego","not_applicable",0,"transient",0,1,2016-11-17,2016.87704918033,0,0,51.019598925744
"5070",37.8,80,1,3,2,0,0,"bed_and_breakfast","gbr","online_travel_agent","ta_to",0,0,0,"a","a",1,"jawaad_el_shahid","not_applicable",0,"transient",0,2,2016-11-17,2016.87704918033,0,0,51.019598925744
"5071",36,115,1,3,2,0,0,"bed_and_breakfast","irl","groups","direct",0,0,0,"a","a",0,"not_applicable","not_applicable",0,"transient_party",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5072",34,115,1,3,2,0,0,"bed_and_breakfast","irl","groups","direct",0,0,0,"a","a",0,"not_applicable","not_applicable",0,"transient_party",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5073",34,0,1,3,1,0,0,"bed_and_breakfast","irl","groups","direct",0,0,0,"a","a",1,"not_applicable","not_applicable",0,"transient_party",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5074",51,10,1,3,3,0,0,"bed_and_breakfast","irl","groups","direct",0,0,0,"a","c",0,"not_applicable","not_applicable",0,"transient_party",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5075",34,115,1,3,2,0,0,"bed_and_breakfast","irl","groups","direct",0,0,0,"a","a",0,"not_applicable","not_applicable",0,"transient_party",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5076",43.3,104,1,3,2,0,0,"bed_and_breakfast","irl","online_travel_agent","ta_to",0,0,0,"a","a",1,"jawaad_el_shahid","not_applicable",0,"transient",0,1,2016-11-17,2016.87704918033,0,0,51.019598925744
"5077",51,10,1,3,3,0,0,"bed_and_breakfast","irl","groups","direct",0,0,0,"a","c",0,"not_applicable","not_applicable",0,"transient",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5078",37.8,80,1,3,2,0,0,"bed_and_breakfast","gbr","online_travel_agent","ta_to",0,0,0,"a","a",0,"jawaad_el_shahid","not_applicable",0,"transient",0,1,2016-11-17,2016.87704918033,0,0,51.019598925744
"5079",39.8,90,1,3,2,0,0,"bed_and_breakfast","gbr","online_travel_agent","ta_to",0,0,0,"a","a",0,"jawaad_el_shahid","not_applicable",0,"transient",0,1,2016-11-17,2016.87704918033,0,0,51.019598925744
"5080",37.8,116,1,3,2,0,0,"bed_and_breakfast","irl","online_travel_agent","ta_to",0,0,0,"a","a",0,"devin_rivera_borrego","not_applicable",0,"transient",0,1,2016-11-17,2016.87704918033,0,0,51.019598925744
"5081",111,9,1,3,2,0,0,"breakfast_and_one_other_meal","esp","online_travel_agent","ta_to",0,0,0,"e","f",0,"devin_rivera_borrego","not_applicable",0,"transient",1,3,2016-11-17,2016.87704918033,0,0,51.019598925744
"5082",50.22,38,1,3,2,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"e","e",0,"alexander_drake","not_applicable",0,"transient",0,2,2016-11-17,2016.87704918033,0,0,51.019598925744
"5083",58.4,58,2,5,2,0,0,"breakfast_and_one_other_meal","fra","offline_travel_agent","ta_to",0,0,0,"a","d",0,"michael_mcdole","not_applicable",0,"transient",1,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5084",52.4,58,2,5,2,0,0,"breakfast_and_one_other_meal","fra","offline_travel_agent","ta_to",0,0,0,"a","d",0,"michael_mcdole","not_applicable",0,"transient",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5085",99,13,2,5,2,0,0,"breakfast_and_one_other_meal","nld","online_travel_agent","ta_to",0,0,0,"e","e",0,"devin_rivera_borrego","not_applicable",0,"transient",1,1,2016-11-17,2016.87704918033,0,0,51.019598925744
"5086",52.4,58,2,5,2,0,0,"breakfast_and_one_other_meal","fra","offline_travel_agent","ta_to",0,0,0,"a","d",0,"michael_mcdole","not_applicable",0,"transient",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5087",37.8,15,2,5,2,0,0,"bed_and_breakfast","gbr","offline_travel_agent","ta_to",0,0,0,"d","d",0,"bernice_baltierra","not_applicable",0,"transient",0,0,2016-11-17,2016.87704918033,0,0,51.019598925744
"5088",42.4,24,2,5,2,0,0,"bed_and_breakfast","gbr","offline_travel_agent","ta_to",0,0,0,"a","d",2,"dareyan_manning","not_applicable",0,"transient",0,3,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5089",60,0,0,2,2,0,0,"bed_and_breakfast","null","direct","direct",0,0,4,"d","g",0,"not_applicable","not_applicable",0,"transient",1,3,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5090",45,67,1,2,1,0,0,"breakfast_and_one_other_meal","gbr","groups","ta_to",1,0,1,"a","f",1,"trevor_avila","not_applicable",0,"group",0,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5091",37,63,0,2,2,0,0,"bed_and_breakfast","prt","direct","ta_to",1,0,1,"a","a",1,"alexander_drake","not_applicable",0,"transient",0,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5092",73.8,2,0,2,2,0,0,"breakfast_and_one_other_meal","deu","direct","ta_to",0,0,0,"a","d",0,"not_applicable","not_applicable",0,"transient",0,2,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5093",105,0,0,1,1,0,0,"bed_and_breakfast","nld","direct","direct",0,0,0,"h","h",0,"not_applicable","not_applicable",0,"transient",1,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5094",111,0,0,1,1,0,0,"bed_and_breakfast","nld","direct","direct",0,0,0,"h","h",0,"not_applicable","not_applicable",0,"transient",1,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5095",71,1,0,1,2,0,0,"bed_and_breakfast","prt","online_travel_agent","ta_to",0,0,0,"a","d",0,"devin_rivera_borrego","not_applicable",0,"transient",1,1,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5096",60,0,0,1,2,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"a","a",0,"not_applicable","not_applicable",0,"transient",0,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5097",65,1,0,1,2,0,0,"bed_and_breakfast","esp","online_travel_agent","ta_to",0,0,0,"a","d",0,"devin_rivera_borrego","not_applicable",0,"transient",0,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5098",64.52,34,0,2,2,0,0,"breakfast_and_one_other_meal","fra","online_travel_agent","ta_to",0,0,0,"e","e",0,"charles_najera","not_applicable",0,"transient",0,1,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5099",64.52,34,0,2,2,0,0,"breakfast_and_one_other_meal","fra","online_travel_agent","ta_to",0,0,0,"e","e",0,"charles_najera","not_applicable",0,"transient",0,1,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5100",72,7,0,2,2,0,0,"bed_and_breakfast","mar","online_travel_agent","ta_to",0,0,0,"e","e",0,"lia_nauth","not_applicable",0,"transient",1,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5101",36,14,0,2,1,0,0,"bed_and_breakfast","ita","offline_travel_agent","ta_to",0,0,0,"a","a",0,"javkhlan_khan","not_applicable",0,"transient",1,1,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5102",30,14,0,2,1,0,0,"bed_and_breakfast","ita","offline_travel_agent","ta_to",0,0,0,"a","a",0,"javkhlan_khan","not_applicable",0,"transient",0,1,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5103",95,0,0,2,2,0,0,"breakfast_and_one_other_meal","prt","online_travel_agent","ta_to",0,0,0,"a","d",0,"devin_rivera_borrego","not_applicable",0,"transient",0,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5104",86,1,0,2,2,0,0,"bed_and_breakfast","mwi","online_travel_agent","ta_to",0,0,0,"e","f",0,"devin_rivera_borrego","not_applicable",0,"transient",1,1,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5105",85.2,15,0,2,2,2,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"g","g",0,"alexander_drake","not_applicable",0,"transient",1,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5106",39.8,116,0,2,1,0,0,"bed_and_breakfast","irl","online_travel_agent","ta_to",0,0,0,"a","d",0,"devin_rivera_borrego","not_applicable",0,"transient",0,2,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5107",48.3,61,0,2,2,1,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"a","c",1,"alexander_drake","not_applicable",0,"transient",0,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5108",47.8,72,0,2,2,0,0,"breakfast_and_one_other_meal","esp","direct","direct",0,0,0,"a","d",0,"alexander_drake","not_applicable",0,"transient",0,2,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5109",58.24,65,1,2,2,0,0,"breakfast_and_one_other_meal","gbr","online_travel_agent","ta_to",0,0,0,"a","a",1,"lia_nauth","not_applicable",0,"transient",0,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5110",40.4,15,1,2,2,0,0,"bed_and_breakfast","gbr","online_travel_agent","ta_to",0,0,0,"a","c",0,"lia_nauth","not_applicable",0,"transient",0,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5111",49,14,1,2,1,0,0,"bed_and_breakfast","deu","online_travel_agent","ta_to",0,0,0,"a","d",0,"devin_rivera_borrego","not_applicable",0,"transient_party",1,1,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5112",43,14,1,2,1,0,0,"bed_and_breakfast","deu","online_travel_agent","ta_to",0,0,0,"a","d",0,"devin_rivera_borrego","not_applicable",0,"transient_party",0,1,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5113",50,67,1,2,2,0,0,"breakfast_and_one_other_meal","gbr","groups","ta_to",0,0,0,"a","a",1,"trevor_avila","not_applicable",0,"transient_party",0,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5114",50,67,1,2,2,0,0,"breakfast_and_one_other_meal","gbr","groups","ta_to",0,0,0,"a","a",0,"trevor_avila","not_applicable",0,"transient_party",0,1,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5115",50,67,1,2,2,0,0,"breakfast_and_one_other_meal","gbr","groups","ta_to",0,0,0,"a","a",0,"trevor_avila","not_applicable",0,"transient_party",0,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5116",50,67,1,2,2,0,0,"breakfast_and_one_other_meal","gbr","groups","ta_to",0,0,0,"a","a",1,"trevor_avila","not_applicable",0,"transient_party",0,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5117",50,67,1,2,2,0,0,"breakfast_and_one_other_meal","gbr","groups","ta_to",0,0,0,"a","a",0,"trevor_avila","not_applicable",0,"transient_party",0,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5118",45,15,1,2,1,0,0,"breakfast_and_one_other_meal","gbr","groups","ta_to",0,0,0,"a","c",1,"trevor_avila","not_applicable",0,"transient_party",0,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5119",50,67,1,2,2,0,0,"breakfast_and_one_other_meal","gbr","groups","ta_to",0,0,0,"a","a",0,"trevor_avila","not_applicable",0,"transient_party",0,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5120",50,67,1,2,2,0,0,"breakfast_and_one_other_meal","gbr","groups","ta_to",0,0,0,"a","a",0,"trevor_avila","not_applicable",0,"transient_party",0,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5121",50,67,1,2,2,0,0,"breakfast_and_one_other_meal","gbr","groups","ta_to",0,0,0,"a","a",0,"trevor_avila","not_applicable",0,"transient_party",0,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5122",67.5,67,1,2,3,0,0,"breakfast_and_one_other_meal","gbr","groups","ta_to",0,0,0,"a","c",1,"trevor_avila","not_applicable",0,"transient_party",0,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5123",50,67,1,2,2,0,0,"breakfast_and_one_other_meal","gbr","groups","ta_to",0,0,0,"a","a",0,"trevor_avila","not_applicable",0,"transient_party",0,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5124",63,23,1,2,2,0,0,"bed_and_breakfast","prt","online_travel_agent","ta_to",0,0,0,"e","e",0,"devin_rivera_borrego","not_applicable",0,"transient",0,3,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5125",105,0,1,2,2,0,0,"bed_and_breakfast","prt","direct","direct",0,0,0,"h","h",0,"not_applicable","not_applicable",0,"transient",0,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5126",46.8,47,1,2,2,0,0,"bed_and_breakfast","deu","online_travel_agent","ta_to",0,0,0,"d","d",0,"devin_rivera_borrego","not_applicable",0,"transient",0,2,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5127",52,183,1,2,2,0,0,"breakfast_and_one_other_meal","gbr","groups","ta_to",0,0,0,"a","i",0,"trevor_avila","not_applicable",116,"transient_party",0,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
"5128",51.84,59,1,2,2,0,0,"breakfast_and_one_other_meal","esp","online_travel_agent","ta_to",0,0,0,"a","a",1,"jacob_johnson","not_applicable",0,"transient",0,0,2016-11-18,2016.87978142077,0,0,49.4981866136957
